39,9
39,9
39,79
39,79
39,76
39,63
39,66
39,56
39,4
39,29
39,26
39,2
38,9
38,83
38,79
38,59
39,29
39,29
39,29
38,56
38,17
37,66
37,09
37,03
36,9
36,9
36,9
37,53
37,59
37,9
37,9
37,9
38
38
38,09
38,09
38,09
38,09
38,13
38,2
38,2
38,16
38,09
38,09
38,13
38,16
38,2
38,29
38,36
38,29
38,29
38,29
38,29
38,2
38,2
38,47
38,7
38,7
38,73
38,79
38,93
39
39,16
39,43
39,59
39,7
39,79
40
40,09
40,29
40,29
40,4
40,5
40,86
41,06
41,16
41,26
41,56
42,29
42,33
42,4
42,5
42,59
42,63
42,7
42,79
42,79
42,79
42,9
43,03
43,7
43,7
43,56
43,03
42,29
42,29
42,2
42,09
41,9
42
42,09
42
42,03
42,09
42,09
43,43
45
45,16
45,09
44,79
44,7
44,4
44,09
44
44
44
43,97
43,9
43,9
43,9
43,7
43,7
43,79
43,93
44
44,97
44,95
44,79
44,13
41,5
47
45,69
44,33
44,26
44,59
44,66
44,7
44,7
44,59
44,5
44,43
44,33
44,2
43,76
43,5
42,9
42,79
42,79
42,7
42,7
42,7
42,7
42,7
42,7
42,7
42,59
42,63
43,39
43,76
43,53
43,33
42,26
42,09
41,93
41,73
41,4
41,36
41,27
41,69
41,69
41,4
41,06
41
40,76
40,24
40,09
40,03
39,83
40,83
41,43
41,23
41,4
41,29
41,83
41,4
41,09
40,9
40,79
40,73
40,7
40,7
40,7
40,59
40,59
40,59
40,79
40,79
40,79
41,4
40,95
41,33
41,2
41,6
41,22
40,83
40,4
40,5
40,79
40,7
40,65
40,93
40,63
40,59
40,59
40,59
40,53
40,59
41
40
40,26
39,79
39,59
39,5
39,59
39,59
39,5
39,4
39,4
39,4
39,09
39,09
39,06
38,9
38,83
38,83
38,79
38,76
38,97
38,97
39
39,09
39,03
39,06
39
39
38,83
38,77
38,66
38,59
38,59
38,59
38,59
38,43
38,29
37,79
37,53
36,66
36,4
36,4
37,09
37,53
37,5
37,83
37,83
37,9
38,13
38,2
38,29
38,4
38,4
38,4
38,5
38,5
38,5
38,59
38,53
38,59
38,4
38,5
38,5
38,79
38,76
38,59
38,63
39,19
39,63
39,63
39,66
38,97
38,59
38,59
38,65
38,06
37,9
38,33
38,96
40,13
38,86
38,79
38,9
38,9
39
39
38,9
38,76
38,59
38,4
38,4
38,26
38,09
38
38
38
38,36
38,5
38,29
38,33
36,97
36
36,09
36,09
36,09
35,79
35,73
35,59
35,76
35,9
36,36
38,4
38,5
38,5
38,5
38,5
38,59
38,62
38,59
38,59
38,59
38,36
38,29
38,13
38,16
38,09
38
37,9
37,79
39,29
39,29
39,29
38,57
38,03
37,63
37,26
37,13
36,79
36,7
36,7
36,79
36,93
37
36,9
38,76
38,9
38,9
38,86
38,7
38,93
38,62
38,5
38,5
38,5
38,5
38,5
38,4
38,4
38,4
38,29
38,2
38,2
38,2
38,47
38,72
38,36
38
38,06
37,76
37,63
37,59
37,59
37,79
37,83
38,36
39,13
40
40,2
40,36
40,89
41,27
41,57
43,33
43,07
42,6
42,33
42,09
42,06
41,9
41,36
40,59
40
40
39,9
39,59
39,66
39,83
40,29
40,2
40,26
40,26
39,73
39,29
39,16
39,16
39,06
39
38,73
38,76
38,2
37,83
37,7
37,7
37,4
37,89
38,66
38,73
38,9
39
38,9
38,53
38,2
38,2
38
37,9
37,9
38
38,06
38,26
38,26
38,03
37,9
37,79
37,79
37,79
37,77
38,13
40,66
40,56
39,66
39,9
40
40,33
40,4
40,4
40,4
41,2
41,16
41,36
41,29
41,2
41,14
40,59
39,7
39,59
39,29
39,29
38,7
38,5
38,43
38,5
38,4
38,29
38,29
38,09
38,86
38,86
39
39,03
40,16
40,47
40,59
40,5
39,97
39,53
39,29
39,09
37,27
37,29
37,53
37,93
38
38,09
38,56
38,59
38,59
38,7
38,79
38,9
39,2
39,2
39,26
39,29
39,36
39,4
39,5
39,53
39,59
39,66
39,98
40,13
40,2
40,29
40,59
40,59
40,59
40,59
40,7
40,7
40,73
40,81
41,09
41,14
41,86
42,16
41,73
41,29
41,28
40,56
39,23
38,39
38,2
38,18
38,68
39,27
39,76
39,68
40,49
40,58
40,66
40,7
40,88
40,84
40,56
