49,2
49,2
49,2
49,2
49,24
49,2
49,2
49,16
49,16
49,2
49,2
49,2
49,2
49,26
49,29
49,29
49,29
49,2
49,35
49,5
49,13
49,25
49,29
49,29
49,25
49,03
49
49,25
48,9
47,56
47,5
47,2
48,66
49,02
48,75
48,59
47,36
47,32
47,16
47,09
47,09
47,04
47
46,9
46,79
46,68
46,66
46,57
46,61
46,73
47,6
47,59
47,59
47,77
47,17
46,6
46,26
45,96
44,79
45,43
45,46
45,4
45,38
45,59
46,01
45,79
44,95
44,77
44,41
44,4
44,4
45,12
45,01
44,94
44,85
44,88
45,82
46,04
46,29
46,23
46,01
45,29
44,98
44,67
44,64
44,57
44,47
45,38
45,67
46,01
46,13
46,06
45,75
44,62
43,62
42,7
42,32
42,2
42,06
43,12
43,48
44,11
43,09
43,09
43,09
43,09
43,24
43,2
43,4
43,53
43,59
43,79
43,96
44,09
44,09
44,2
44,22
44,29
44,29
44,4
45,14
45,4
45,59
46,05
46,2
46,18
46,09
46,2
46,13
46,09
46
46
46
46,09
45,9
45,73
45,91
46
45,83
45,79
45,79
44,73
44,7
44,65
44,59
44,59
44,55
44,4
44,4
44,36
44,29
44,2
44,2
44,13
44
44
43,96
44,2
44,15
44,4
44,29
44,29
44,29
44,82
44,44
44
42,79
42,06
39,37
39,87
40,68
40,92
40,89
40,97
41,54
41,92
41,83
41,9
41,9
41,97
42,05
42,09
42,09
42,24
42,2
42,26
42,74
42,94
43
42,9
43,03
43,32
43,55
43,59
43,79
43,79
44
44
44,06
44,29
43,22
42,67
42,2
42,4
42,79
42,9
43,05
43,22
43,31
43,59
43,23
43,09
43,46
43,5
43,55
43,63
43,72
43,83
44,09
44,03
44
44,05
44,07
44,04
44,22
44,4
44,12
44
43,82
43,79
43,79
43,59
43,27
43,24
43,2
43,29
43,4
43,5
43,58
44
43,85
44,16
44,2
44,37
44,4
44,34
44,29
44,29
44,29
44,29
44,28
44,29
44,2
44,29
44,4
44,59
44,59
44,43
44,4
44,29
44,29
44,29
44,2
44,2
44,29
44,57
44,27
43,79
43,7
43,7
43,7
43,7
43,83
43,26
42,76
42,66
42,4
42,2
42,09
41,84
41,7
41,23
41,5
41,23
40,89
40,79
40,79
40,97
41,09
41,09
41,2
41,24
41,29
41,4
41,5
41,46
41,53
41,5
41,57
41,65
41,79
41,79
42,29
42,39
42,5
43,41
42,75
43
43,04
42,79
42,83
42,86
43
43,2
43,18
43,4
43,31
43,4
43,37
43,37
43,29
43,35
42,67
41,29
41,28
41,33
41,4
41,4
41,61
42
42,07
42
42,72
42,9
42,9
42,96
43,05
43,29
43,48
43,79
43,83
44,22
44,72
45,4
45,63
45,4
45,49
45,37
45,8
46,26
46,46
46,73
46,25
45,83
47,17
47,2
47,11
47,12
46,94
46,59
45,9
44,09
43,66
43,59
43,59
43,5
43,66
43,93
44,06
43,59
43,95
44,06
44,06
43,86
43,86
43,79
43,87
43,79
43,79
43,79
43,79
43,7
43,59
43,5
43,43
43,16
43,02
42,86
42,03
41,9
41,79
41,79
41,82
41,9
42
42,13
42,36
42,29
42,4
42,29
42,4
42,4
42,59
42,59
42,7
42,7
42,7
43,93
44,72
44,23
44,13
44,7
44,83
44,9
44,1
43,73
43,5
43,13
42,47
42,5
43,73
43,79
44,13
44,5
44,43
44,63
44,83
45,2
45,23
44,53
44,2
44,13
44
43,9
43,72
43,09
43
43,09
43,36
44,56
45,03
45,4
45,4
45,36
45,26
45,2
44,86
43,86
43,63
43,4
43,5
43,47
43,4
43,5
43,33
43,26
43,06
43
42,56
42,36
41,09
41,2
40,94
40,53
40,53
40,46
40,39
40,29
40,29
40,53
40,7
40,76
40,6
40,7
40,93
41,03
41,16
41,26
41,5
41,5
41,59
41,7
41,76
41,79
41,79
41,9
42
42,09
42,17
42,46
42,82
43,9
44,33
44,66
45
45,53
46,17
47,13
46,76
46,29
47,59
48
48
49,2
48,99
47,59
47,4
47,36
47,4
47,4
47,29
47,29
47,29
47,29
47,2
47,16
47,09
46,76
46,7
46,7
46,7
46,59
46,72
47,7
48,33
48,47
48,43
47,66
47,13
46,63
46,7
46,59
46,53
46,07
45,79
45,97
46,69
48,73
46,93
46,43
46,29
46,23
46,33
46,33
47,06
47,2
47,4
47,06
