23
23
23
22,93
22,89
22,89
22,82
22,79
22,79
22,76
22,7
22,73
22,7
22,7
22,7
22,7
22,7
22,6
22,6
22,74
22,7
22,7
22,7
22,74
22,75
22,76
22,71
23,1
23,1
22,89
22,89
22,82
22,89
22,87
22,79
22,79
22,5
22,5
22,35
22,29
22,29
22,29
22,2
22,2
22,1
21,98
21,85
21,79
21,81
21,92
22,29
22,43
22,7
22,93
23,1
23,1
23,1
23,1
23,1
23,2
23,29
23,29
23,31
23,5
23,71
23,7
23,5
23,29
23,2
23,18
23,1
23,1
23,01
23
22,91
22,79
23
23,1
23,24
23,82
23,74
23,6
23,39
23,1
22,79
22,74
22,7
22,61
22,72
23,17
23,66
23,76
23,79
23,91
24
23,7
23,6
23,59
23,39
23,5
23,59
23,7
23,39
23,39
23,29
23,2
23,08
23
22,93
22,89
22,89
22,79
22,7
22,7
22,6
22,6
22,6
22,6
22,56
22,52
22,5
22,5
22,5
22,62
22,7
23
23
23
23
23
23
23
23
23,1
23
23,1
23,1
23,16
23,29
23,29
23,29
23,1
22,89
22,82
22,79
22,79
22,66
22,6
22,6
22,5
22,5
22,39
22,39
22,29
22,2
22,2
22,2
22,2
22,25
22,92
23
23,22
23,29
23,6
23,7
23,75
23,79
23,86
23,66
23,7
23,79
23,89
23,89
23,89
23,89
23,92
24
23,89
23,89
23,47
23,29
23,2
23,2
23,08
23
23
22,93
23
23
23
22,97
23
23,1
23,12
23,29
23,39
23,5
23,56
23,57
23,71
24
24
24
23,89
23,91
23,89
23,89
23,89
23,93
23,89
23,89
23,89
23,89
23,89
23,89
23,89
23,81
23,83
23,79
23,74
23,7
23,66
23,64
23,6
23,6
23,74
24
24
24,33
24,33
24,29
24,2
24,1
24,1
24
24
24
23,89
23,83
23,89
23,82
23,77
23,7
23,7
23,7
23,64
23,6
23,6
23,59
23,56
23,5
23,5
23,39
23,39
23,38
23,29
23,29
23,2
23,1
23,07
23
22,93
23
22,89
22,89
23,39
23,39
23,5
23,5
23,5
23,5
23,5
23,5
23,53
23,5
23,5
23,54
23,6
23,6
23,5
23,5
23,47
23,5
23,39
23,24
23,2
23,2
23,08
23
22,89
22,89
22,83
22,79
22,7
22,7
22,66
22,7
22,6
22,56
22,59
22,5
22,5
22,5
22,5
22,5
22,85
22,79
22,79
22,79
22,73
22,7
22,7
22,7
22,7
22,7
22,7
22,62
22,7
22,7
22,7
22,6
22,79
22,7
22,39
22,39
22,29
22,2
22,2
22,1
21,89
21,87
21,79
21,6
21,6
21,56
21,59
21,6
21,66
21,69
21,79
21,79
21,91
22,1
22,2
22,29
22,29
22,29
22,2
22,04
22,06
22,06
22,1
22,1
22
22,2
22,2
22,22
22,23
22,29
22,29
22,39
21,93
21,7
21,7
21,7
21,6
21,5
21,5
21,5
21,39
21,47
21,67
21,89
21,86
21,86
21,79
21,89
21,89
21,86
21,79
21,76
21,7
21,6
21,6
21,6
21,5
21,5
21,5
21,39
21,32
21,29
21,29
21,24
21,23
21,2
21,2
21
20,89
20,89
20,79
20,73
20,73
20,7
20,7
20,6
20,6
20,6
20,6
21,03
21,39
21,43
21,6
21,67
21,7
21,79
21,7
21,7
21,6
21,39
21,39
21,29
21,29
21,29
21,29
21,26
21,29
21,29
21,39
21,57
21,6
21,5
21,43
21,39
21,36
21,24
20,96
20,89
20,79
20,79
21,07
21,26
21,57
21,7
21,79
22
22,13
22,23
22,2
22,1
22
21,89
21,89
21,89
21,79
21,79
21,76
21,7
21,7
21,7
21,63
21,6
21,5
21,5
21,43
21,43
21,43
21,39
21,39
21,39
21,29
21,29
21,29
21,2
21,13
21,1
21
21
21
20,89
20,79
20,79
20,7
20,7
20,7
20,6
20,6
20,6
20,5
20,5
20,5
20,5
20,5
20,5
20,5
20,5
20,5
20,5
20,7
20,63
20,6
20,7
20,79
20,79
21,29
21,26
21,03
21
20,89
20,89
20,89
20,79
20,79
20,7
20,7
20,6
20,6
20,6
20,39
20,39
20,39
20,39
20,29
20,23
20,29
20,39
20,46
20,7
21,1
21,07
21,07
21
21,1
21,1
21,1
21,1
21,17
21,2
21,26
21,2
21,13
21,1
21,1
21,1
21,03
21
21
20,89
20,79
